"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","in_paper","neglog10_padj"
"GO:0051047","positive regulation of secretion","78/2815","321/18805",0.242990654205607,1.62324662605202,4.72557392391029,6.54735424888023e-06,0.000211936493004118,0.00015560735015842,"WLS/NEGR1/GOLPH3L/S100A10/MPC2/AVPR1B/TGFB2/VSNL1/SDC1/PRKCE/TACR1/IL1B/INHBB/GCG/RAPGEF4/CREB1/ACSL3/ITPR1/PPARG/MYRIP/CADPS/RAB7A/SLC2A2/SPP1/PPP3CA/AIMP1/FGB/FGA/FGG/DAB2/F2RL1/PCSK1/SPINK1/EDN1/DTNBP1/SOX4/PPARD/CD2AP/RFX6/SCIN/EGFR/SRI/CADPS2/SYBU/ADCY8/UNC13B/FRMD4A/GLUD1/FFAR4/TCF7L2/F2/AVPR1A/NR1H4/IGF1/PLA2G1B/P2RX4/AACS/CPB2/IRS2/RAB2B/PRKD1/ARF6/IL4R/CYBA/RPH3AL/ADORA2B/PRKCA/MAP2K6/ADCYAP1/TNFRSF11A/FFAR2/TRPM4/PLCB1/SNAP25/GHRH/XBP1/PLA2G6/ACSL4",78,TRUE,3.67379425638144
"GO:0021537","telencephalon development","70/2815","280/18805",0.25,1.67007104795737,4.7398090944132,6.83021775174017e-06,0.000219947167497747,0.000161488922573186,"SKI/DAB1/SRGAP2C/UCHL5/PROX1/ID2/RTN4/POU3F3/ERBB4/ATIC/CTNNB1/WNT5A/FOXP1/ROBO2/ROBO1/TRA2B/HES1/LEF1/SLC7A11/MGARP/PHACTR1/ID4/EFHC1/AKIRIN2/POU3F2/GLI3/EGFR/SEMA3A/CDK6/RELN/LAMB1/FOXP2/CNTNAP2/SHH/MCPH1/FUT10/TACC1/CHD7/EXT1/TRAPPC9/NFIB/ZMIZ1/PTEN/TACC2/BNIP3/TH/CDON/LRRK2/SLC38A2/AVPR1A/CORO1C/KDM2B/SLITRK5/FOXG1/BMP4/NUMB/BCL11B/FOXB1/IGF1R/BMERB1/SALL1/RPGRIP1L/RTN4RL1/IGF2BP1/CDH2/PLCB1/MKKS/BTBD3/CRKL/LARGE1",70,TRUE,3.65768162654013
"GO:0030326","embryonic limb morphogenesis","38/2815","124/18805",0.306451612903226,2.04718386523807,4.908782768643,7.07747673072015e-06,0.000225571886571414,0.000165618686249241,"SKI/ECE1/NOTCH2/TGFB2/MYCN/OSR1/WDPCP/CYP26B1/EN1/LNPK/IHH/CTNNB1/WNT5A/MBNL1/FRAS1/LEF1/RUNX2/TBC1D32/GJA1/GLI3/SHH/LMBR1/CHD7/NOTCH1/BMPR1A/ZBTB16/TULP3/TBX3/FGF9/FREM2/BMP4/ALDH1A2/SALL1/RPGRIP1L/MED1/TBX2/BMP7/GPC3",38,TRUE,3.64671502821581
"GO:0035113","embryonic appendage morphogenesis","38/2815","124/18805",0.306451612903226,2.04718386523807,4.908782768643,7.07747673072015e-06,0.000225571886571414,0.000165618686249241,"SKI/ECE1/NOTCH2/TGFB2/MYCN/OSR1/WDPCP/CYP26B1/EN1/LNPK/IHH/CTNNB1/WNT5A/MBNL1/FRAS1/LEF1/RUNX2/TBC1D32/GJA1/GLI3/SHH/LMBR1/CHD7/NOTCH1/BMPR1A/ZBTB16/TULP3/TBX3/FGF9/FREM2/BMP4/ALDH1A2/SALL1/RPGRIP1L/MED1/TBX2/BMP7/GPC3",38,TRUE,3.64671502821581
"GO:0031032","actomyosin structure organization","57/2815","215/18805",0.265116279069767,1.77105208806642,4.77093326379804,7.40774690498864e-06,0.00023479139908972,0.000172387807944097,"ARHGEF10L/LUZP1/CNN3/S1PR1/S100A10/PROX1/CDC42BPA/ROCK2/RTKN/TACR1/EPB41L5/ZEB2/NEB/TMEFF2/CFLAR/PHLDB2/ITGB5/ECT2/PAK2/WDR1/PDGFRA/PIK3R1/IQGAP2/EDN1/PHACTR1/CCN2/RAC1/MET/BRAF/DLC1/PTK2B/FRMD3/EPB41L4B/FAM171A1/NRP1/MYPN/SORBS1/ARRB1/RACGAP1/KRT8/MYBPC1/PRKD1/SIX4/TJP1/CGNL1/SMAD3/AKAP13/MEF2A/SERPINF2/PPM1E/FHOD3/ARHGEF18/DNM2/RHPN2/MKKS/SRC/AMOT",57,TRUE,3.62931781626722
"GO:0007160","cell-matrix adhesion","62/2815","240/18805",0.258333333333333,1.72574008288928,4.74765708454446,7.44230178932822e-06,0.00023479139908972,0.000172387807944097,"PRKCZ/CSF1/S100A10/ROCK2/WDPCP/MAP4K4/LIMS1/EPB41L5/HOXD3/FN1/CTNNB1/DAG1/ADAMTS9/PHLDB2/ITGB5/PIK3CB/HRG/BCL6/NPNT/FGB/FGA/FGG/ITGA1/ITGA2/PIK3R1/DUSP22/VEGFA/PKHD1/PTPRK/CCN2/UTRN/RAC1/CDK6/MKLN1/DLC1/DMTN/PTK2B/PTK2/NRP1/PLAU/PTEN/SORBS1/PTPRJ/CORO1C/ARHGEF7/ACTN1/FBLN5/ONECUT1/SMAD3/PEAK1/CX3CL1/CDH11/MINK1/JUP/DUSP3/BCAM/PTPRA/FERMT1/JAG1/SRC/BCR/CASK",62,TRUE,3.62931781626722
"GO:0035150","regulation of tube size","45/2815","157/18805",0.286624203821656,1.91473113778552,4.82911166466523,7.71108522539668e-06,0.000241359412780455,0.000177210154448621,"ECE1/GCLM/RGS2/AVPR1B/AGT/ROCK2/SLC8A1/TACR1/BMPR2/CPS1/PER2/KAT2B/AGTR1/KCNMB2/KNG1/ADRA2C/FGB/FGA/FGG/ITGA1/F2RL1/FOXC1/EDN1/PPARD/VEGFA/GCLC/HTR1B/EGFR/PLOD3/DOCK4/DOCK5/ADRA1A/EXT1/PRKG1/ADD3/PIK3C2A/ARHGAP42/ADCY6/AVPR1A/ATP2B1/GCH1/SERPINF2/ADORA2B/TRPM4/MKKS",45,TRUE,3.61733575945603
"GO:0003206","cardiac chamber morphogenesis","39/2815","129/18805",0.302325581395349,2.01962080218101,4.87564075720487,7.72816140680781e-06,0.000241359412780455,0.000177210154448621,"CCN1/TGFBR3/NOTCH2/TNNI1/PROX1/TGFB2/BMPR2/NRP2/TGFBR2/ROBO2/ROBO1/HES1/SLIT3/FOXC1/DSP/SOX4/CITED2/ADGRG6/SEMA3C/GATA4/NRG1/CHD7/NOTCH1/NRP1/BMPR1A/PARVA/WNT11/TBX3/BMP4/DLL4/SMAD6/ZFPM1/MED1/TBX2/GATA6/SMAD7/JAG1/OVOL2/BMP7",39,TRUE,3.61733575945603
"GO:0060675","ureteric bud morphogenesis","25/2815","68/18805",0.367647058823529,2.45598683523143,5.04663581088319,7.9547300167674e-06,0.000245963418180146,0.000180590492917972,"CTNNBIP1/HS2ST1/AGT/PAX8/CTNNB1/HES1/NPNT/ADAMTS16/FGF1/VEGFA/GLI3/SHH/MYC/PAX2/LGR4/WNT11/BMP4/SIX1/SIX4/SALL1/HS3ST3A1/HS3ST3B1/HNF1B/SOX9/GPC3",25,TRUE,3.6091294801482
"GO:0150116","regulation of cell-substrate junction organization","25/2815","68/18805",0.367647058823529,2.45598683523143,5.04663581088319,7.9547300167674e-06,0.000245963418180146,0.000180590492917972,"S100A10/ROCK2/WDPCP/MAP4K4/LIMS1/EPB41L5/PHLDB2/HRG/PIK3R1/DUSP22/VEGFA/RAC1/DLC1/DMTN/PTK2/NRP1/PTEN/PTPRJ/CORO1C/ARF6/SMAD3/PEAK1/DUSP3/PTPRA/SRC",25,TRUE,3.6091294801482
"GO:0042886","amide transport","79/2815","328/18805",0.240853658536585,1.60897088766625,4.66828984566214,8.11650647536517e-06,0.000247852606051015,0.000181977566537859,"ENSA/MPC2/EIPR1/VSNL1/SLC5A6/PRKCE/RAB1A/POU3F3/IL1B/PAX8/INHBB/GCG/RAPGEF4/IRS1/PER2/ITPR1/JAGN1/MYRIP/SLC2A2/ADRA2C/CWH43/ABCG2/MTTP/PPP3CA/AIMP1/SLC7A11/FGB/FGA/FGG/F2RL1/PDE8B/SPINK1/EDN1/SOX4/PPARD/SLC16A10/RFX6/GJA1/PRKN/EGFR/ABCB1/SRI/PTPRN2/CHD7/CA2/SYBU/ADCY8/ABCA1/GLUD1/FFAR4/TCF7L2/F2/NR1H4/HNF1A/AACS/FOXO1/ABCC4/IRS2/PRKD1/RPH3AL/GLTPD2/HNF1B/STXBP4/PRKCA/ADCYAP1/RAB11B/FFAR2/TRPM4/PLCB1/SNAP25/FOXA2/GHRH/HNF4A/SLC13A3/FAM3B/PFKL/PLA2G6/UPK3A/ACSL4",79,FALSE,3.6058065103371
"GO:0070542","response to fatty acid","23/2815","60/18805",0.383333333333333,2.56077560686797,5.08058194721238,8.12035634585129e-06,0.000247852606051015,0.000181977566537859,"HMGCS2/CPS1/IRS1/PID1/HES1/ACSL1/PCSK1/EDN1/FOXO3/GLDC/ALAD/ASS1/AKR1C1/AKR1C3/AKR1C4/CAT/DGAT2/NR1H4/FOXO1/SOX9/FFAR2/PLCB1/SRC",23,TRUE,3.6058065103371
"GO:0098727","maintenance of cell number","52/2815","191/18805",0.272251308900524,1.81871611505305,4.77166841371527,8.13546768051604e-06,0.000247852606051015,0.000181977566537859,"SKI/BCL9/PROX1/ARID4B/ZFP36L2/PAX8/CTNNB1/SOX2/HES1/LDB2/METTL14/PELO/SOX4/FOXO3/BRAF/MCPH1/PIWIL2/FUT10/PRDM14/ZHX2/MYC/SMARCA2/KDM4C/NFIB/FANCC/KLF4/NOTCH1/BMPR1A/PAX2/YAP1/DDX6/TEAD4/HMGA2/CNOT2/IGF1/TBX3/SUDS3/KDM2B/BCL7A/FOXO1/LIG4/BRMS1L/ESRRB/HNF1B/IGF2BP1/SOX9/CDH2/JAG1/NCOA3/BMP7/MED15/NKAP",52,TRUE,3.6058065103371
"GO:0170039","proteinogenic amino acid metabolic process","47/2815","167/18805",0.281437125748503,1.88007998213165,4.79314771989506,8.3874741841713e-06,0.000254283668559144,0.000186699361172696,"ALDH4A1/DDAH1/GCLM/GLUL/MTR/ODC1/HAAO/HNMT/KYNU/GLS/CPS1/HGD/PLOD2/MTHFD2L/SLC7A11/MTRR/SERINC5/CDO1/PCBD2/GCLC/DDO/ARG1/PSPH/PLOD3/GLDC/PSAT1/AUH/BAAT/ASS1/PCBD1/MAT1A/GLUD1/TH/APIP/GLYAT/BCAT1/AMDHD1/NR1H4/PAH/SDS/GPT2/TAT/PFAS/PRODH2/HAO1/FTCD/GGT1",47,FALSE,3.5946815316151
"GO:0048738","cardiac muscle tissue development","64/2815","251/18805",0.254980079681275,1.70333939552624,4.70677152540947,8.44859420535305e-06,0.000254893266923637,0.000187146938580508,"SKI/TGFBR3/S1PR1/NOTCH2/LMNA/RGS2/TNNI1/PROX1/TGFB2/ID2/SLC8A1/MEIS1/NEB/CREB1/ERBB4/VGLL4/ADAMTS9/FOXP1/PDGFRA/PDLIM5/SORBS2/SMAD5/SGCD/FOXC1/DSP/EDN1/JARID2/MAPK14/PIM1/VEGFA/GJA1/CITED2/SYNE1/GATA4/ADRA1A/NRG1/CHD7/NOTCH1/PRKG1/BMPR1A/SOX6/TENM4/YAP1/IGF1/TBX3/FGF9/BMP4/DLL4/ALDH1A2/HCN4/AKAP13/MEF2A/ZFPM1/MAP2K4/MED1/TBX2/GATA6/FHOD3/SMAD7/ALPK2/BMP7/CXADR/RUNX1/LARGE1",64,TRUE,3.59364163638845
"GO:0002064","epithelial cell development","58/2815","221/18805",0.262443438914027,1.75319675622674,4.72579706684321,8.64653505732433e-06,0.00025960490522353,0.00019060630294178,"LUZP1/NOTCH2/PROX1/ARID4B/ROCK2/SDC1/IL1B/EPB41L5/TFCP2L1/PROC/IHH/WNT5A/FLNB/MAGI1/AMOTL2/ARHGEF26/ADD1/RAPGEF2/FAT1/IL6ST/PDE4D/MARVELD2/F2RL1/VEGFA/PKHD1/GJA1/EZR/AFDN/DACT2/C1GALT1/CDK6/PLOD3/MET/B4GALT1/TJP2/NOTCH1/YAP1/ST14/BMP4/BCL11B/TJP1/ONECUT1/MYO1E/FEM1B/TMIGD1/PECAM1/SOX9/FOXJ1/CDH2/CEBPA/SIPA1L3/PLCB1/JAG1/ASXL1/SRC/PPP1R16B/COL18A1/XBP1",58,TRUE,3.58568710581857
"GO:0071331","cellular response to hexose stimulus","44/2815","153/18805",0.287581699346405,1.92112748000325,4.80001771072702,8.81726556403177e-06,0.000263458199425276,0.000193435456579341,"GCLM/MPC2/VSNL1/PRKCE/GCG/JAGN1/ZBTB20/SLC2A2/TRA2B/PPP3CA/SLC12A7/PRKAA1/PDE8B/SOX4/PPARD/GCLC/FOXO3/RFX6/SRI/PTPRN2/GATA4/SLC39A14/SYBU/ADCY8/UNC13B/PAX2/TH/NR1H4/CPB2/IRS2/SMAD3/IGF1R/STXBP4/ERN1/NPTX1/RPTOR/ZNF236/RAB11B/FGF21/TRPM4/FOXA2/PCK1/XBP1/PLA2G6",44,TRUE,3.57928828063745
"GO:0014897","striated muscle hypertrophy","34/2815","107/18805",0.317757009345794,2.12270712637572,4.88653348851748,8.8802491713294e-06,0.000264070567463216,0.000193885067528144,"LMNA/ADCY10/RGS2/PARP1/AGT/ROCK2/MEIS1/HDAC4/LMCD1/PPARG/FOXP1/PAK2/PDLIM5/PPP3CA/PDE5A/SORBS2/IL6ST/EDN1/JARID2/MLIP/GATA4/ADRA1A/NOTCH1/PRKG1/INPP5F/IGF1/P2RX4/FOXO1/SMAD3/MEF2A/MAP2K4/PRKCA/GATA6/PDE9A",34,TRUE,3.57828000129452
"GO:0014032","neural crest cell development","28/2815","81/18805",0.345679012345679,2.30923404162007,4.95450842369604,9.18377407892068e-06,0.000271795980478533,0.000199557196150983,"PHACTR4/NRP2/ERBB4/FN1/SEMA3F/HES1/TAPT1/SEMA6A/FOXC1/EDN1/CITED2/SEMA3C/SEMA3A/SHH/NRG1/SNAI2/SEMA4D/NRP1/BMPR1A/KITLG/CORO1C/BMP4/ALDH1A2/SOX9/CDH2/JAG1/OVOL2/BMP7",28,TRUE,3.56575697022641
"GO:0007173","epidermal growth factor receptor signaling pathway","45/2815","158/18805",0.284810126582278,1.90261258628055,4.78041424858392,9.23789811809951e-06,0.000272102070161083,0.000199781932361992,"ERRFI1/IFI6/BCAR3/ABL2/PIGR/SLC30A10/AGT/SOCS5/TGFA/MERTK/RALB/ERBB4/CBLB/RAB7A/FGFR3/PDGFRA/AREG/BTC/EGF/ITGA1/FGFR4/FAM83B/EGFR/HIP1/MET/BRAF/PTK2B/PTK2/PTPN3/MVB12B/PIK3C2A/PTPRJ/HIP1R/SPRY2/IGF1R/BCAR1/GRB7/DUSP3/SOX9/GRB2/GAREM1/INSR/CEACAM1/KIF16B/SRC",45,TRUE,3.56526815408164
"GO:0019827","stem cell population maintenance","51/2815","187/18805",0.272727272727273,1.82189568868077,4.73926596324717,9.38219476202083e-06,0.000274118030935062,0.000201262084786975,"SKI/BCL9/PROX1/ARID4B/ZFP36L2/PAX8/CTNNB1/SOX2/HES1/LDB2/METTL14/PELO/SOX4/FOXO3/BRAF/MCPH1/PIWIL2/FUT10/PRDM14/ZHX2/MYC/SMARCA2/KDM4C/NFIB/FANCC/KLF4/NOTCH1/BMPR1A/PAX2/YAP1/DDX6/TEAD4/HMGA2/CNOT2/TBX3/SUDS3/KDM2B/BCL7A/FOXO1/LIG4/BRMS1L/ESRRB/HNF1B/IGF2BP1/SOX9/CDH2/JAG1/NCOA3/BMP7/MED15/NKAP",51,TRUE,3.56206239649972
"GO:0014033","neural crest cell differentiation","31/2815","94/18805",0.329787234042553,2.20307244624164,4.90622314290907,9.39455198538508e-06,0.000274118030935062,0.000201262084786975,"PHACTR4/NRP2/ERBB4/FN1/SEMA3F/HES1/TAPT1/SEMA6A/FOXC1/EDN1/CITED2/SEMA3C/SEMA3A/SHH/NRG1/SNAI2/EXT1/SEMA4D/NRP1/BMPR1A/LRP6/KITLG/CORO1C/BMP4/SIX1/ALDH1A2/SOX9/CDH2/JAG1/OVOL2/BMP7",31,TRUE,3.56206239649972
"GO:0070167","regulation of biomineral tissue development","33/2815","103/18805",0.320388349514563,2.14028522650848,4.86886992964046,9.84243679031593e-06,0.000285844601176698,0.0002098719305756,"CCN1/S1PR1/ROCK2/OSR1/SLC8A1/PKDCC/ACVR2A/BMPR2/AHSG/BMP2K/SGMS2/ANKH/ADGRV1/TENT5A/GJA1/ENPP1/FAM20C/SLC4A2/PTK2B/SLC20A2/RXRA/NOTCH1/BMPR1A/MMP20/ANO6/ATP2B1/BMP4/SMAD3/NBR1/SOX9/TRPM4/BMP7/BCOR",33,TRUE,3.54387000600808
"GO:0042594","response to starvation","60/2815","232/18805",0.258620689655172,1.72765970478349,4.67919751761307,9.98654419173006e-06,0.000287344315516677,0.000210973046155701,"PCSK9/SH3GLB1/ELAPOR1/HMGCS2/XPR1/GLUL/RALB/INHBB/NFE2L2/BMPR2/CPS1/TBC1D5/PIK3R4/PAK2/PPARGC1A/ALB/DAP/PRKAA1/LARP1/CPEB4/SLC34A1/FOXO3/LRP11/MIOS/UPP1/WRN/PLIN2/AKR1C3/MICU1/AMBRA1/CHKA/SESN3/LRRK2/SLC38A2/SLC39A5/MAP1LC3B2/FOXO1/STK24/PRKD1/PRKCH/IGF1R/CLEC16A/WDR59/MYH13/KRT20/BCAS3/WIPI1/SSTR2/RPTOR/PIK3C3/TNFRSF11A/PLIN3/PAK4/FOXA3/PAK5/PCK1/XBP1/SMDT1/PAGE4/LAMP2",60,TRUE,3.54159739001857
"GO:0043583","ear development","60/2815","232/18805",0.258620689655172,1.72765970478349,4.67919751761307,9.98654419173006e-06,0.000287344315516677,0.000210973046155701,"ECE1/MAPKAPK2/PROX1/USH2A/TGFB2/MYCN/OSR1/WDPCP/ELMOD3/PAX8/INSIG2/MYO3B/WNT5A/LRIG1/NECTIN3/SOX2/HES1/ADGRV1/GRXCR2/SPARC/EDN1/MYO6/EYA4/AHI1/NOX3/GLI3/SHH/CHD7/NOTCH1/PCDH15/PAX2/USH1C/NECTIN1/LRIG3/LGR5/OTOGL/LIN7A/SLC17A8/TBX3/GJB2/IFT88/FGF9/FREM2/SPRY2/FOXG1/BMP4/SIX1/SIX4/ESRRB/RPGRIP1L/TBX2/SOX9/TTC39C/TSHZ1/CEBPA/HPN/JAG1/MAFB/BCR/TRIOBP",60,TRUE,3.54159739001857
"GO:0001558","regulation of cell growth","94/2815","410/18805",0.229268292682927,1.53157735129749,4.56613334550997,1.05582971903368e-05,0.000301430050234879,0.000221315030320227,"ENO1/SLC25A33/ADCY10/RGS2/TGFB2/AGT/ITSN2/RTN4/BCL11A/SERTAD2/BMPR2/MAP2/FN1/VGLL4/SEMA3F/HYAL1/WNT5A/FOXP1/AGTR1/MAP3K13/HRG/BCL6/OSTN/IGFBP7/SPP1/JADE1/CDKN2AIP/DAB2/JADE2/SLIT3/CDHR2/EDN1/PPARD/VEGFA/GJA1/ENPP1/SGK1/EPM2A/PRKN/IGFBP1/EGFR/SEMA3A/NRCAM/PTK2B/EXTL3/NRG1/SMARCA2/SEMA4D/MAPKAP1/OLFM1/NET1/NRP1/TEAD1/F2/PTPRJ/YAP1/DIP2B/ACVR1B/AVPR1A/BTG1/IGF1/KDM2B/CGRRF1/INO80/SMAD3/DCUN1D3/CDH1/BCAR1/TMEM97/IGFBP4/BRCA1/SPAG9/RNF157/RPTOR/SMAD7/DCC/NEDD4L/DNM2/HPN/PAK4/CEACAM1/CSNK2A1/PAK5/ITCH/NDRG3/HNF4A/ADNP/HEMK2/CRKL/XBP1/PRR5/CDKL5/RPS6KA3/ACSL4",94,TRUE,3.52081345407632
"GO:0042327","positive regulation of phosphorylation","99/2815","437/18805",0.226544622425629,1.51338245993391,4.55607535775819,1.05730894531301e-05,0.000301430050234879,0.000221315030320227,"OPRD1/CLDN19/PLPP3/DOCK7/BCL10/CCN1/LMO4/IL6R/TNFSF18/PTPRC/DSTYK/PROX1/TGFB2/ROCK2/ETAA1/TGFA/IL1B/RALB/ACVR2A/ALS2/ERBB4/CAB39/NEK10/WNT5A/ROBO1/TNIK/ECT2/MAP3K13/HES1/PAK2/FGFR3/ADRA2C/AREG/CENPE/EGF/FBXW7/FNIP2/RAPGEF2/PRLR/DAB2/FGF1/NEDD9/EDN1/PIM1/VEGFA/SASH1/SNX9/MAP3K4/PDGFA/RAC1/EGFR/AKAP9/RELN/BRAF/TNFRSF10B/TNFRSF10A/PTK2B/NRG1/TCIM/RIPK2/ENPP2/ADCY8/PTK2/SEMA4D/TXN/NRP1/CCNY/F2/PTPRJ/ARRB1/LRRK2/HMGA2/KITLG/IGF1/PLA2G1B/SPRY2/RAP2A/BMP4/EHD4/CEMIP/LRRK1/PLCG2/PIK3R6/TOM1L1/ERN1/PECAM1/RPTOR/YES1/ADCYAP1/TNFRSF11A/C3/INSR/RASSF2/SRC/PTPN1/ADNP/CRKL/XBP1/CARD10",99,FALSE,3.52081345407632
"GO:0007409","axonogenesis","103/2815","459/18805",0.224400871459695,1.49906159424496,4.54181966923608,1.08725683629403e-05,0.000308497011367325,0.000226503712457527,"ACTL8/ECE1/DAB1/DOCK7/LMO4/NTNG1/NOTCH2/ADCY10/LHX9/RTN4/BCL11A/B3GNT2/CTNNA2/GLI2/BMPR2/NRP2/CREB1/MAP2/FN1/PLXNB1/DAG1/SEMA3F/WNT5A/ROBO2/ROBO1/ALCAM/KALRN/SLITRK3/MAP3K13/PAK2/APBB2/SPP1/TRIO/ARHGEF28/SEMA6A/CYFIP2/SLIT3/UNC5A/EDN1/VEGFA/CD2AP/POU3F2/FYN/TIAM2/RAC1/GLI3/ADCY1/COBL/AUTS2/SEMA3C/SEMA3A/RELN/NRCAM/PTPRZ1/BRAF/SHH/KIF13B/EXT1/PTK2/NFIB/C9orf72/SEMA4D/OLFM1/NOTCH1/KIF5B/NRP1/PARD3/DRGX/PRKG1/MYPN/PTEN/PAX2/LRRC4C/PTPRJ/PICALM/DSCAML1/NECTIN1/CNTN1/DIP2B/PLXNC1/NTN4/SLITRK5/FOXG1/NUMB/FLRT2/BCL11B/FOXB1/IGF1R/SIAH1/CDH11/CDH1/NPTX1/PTPRM/DCC/DNM2/ARHGAP35/SNAP25/B4GALT5/PARD6B/ADNP/BMP7/CDKL5/USP9X",103,TRUE,3.51074903893371
"GO:0044331","cell-cell adhesion mediated by cadherin","21/2815","53/18805",0.39622641509434,2.64690505713998,5.03758967008956,1.09202481899938e-05,0.000308497011367325,0.000226503712457527,"PTPRU/EPCAM/CTNNB1/WNT5A/DENND6A/CDH10/CDH9/CDH6/CDHR2/VEGFA/CD2AP/AFDN/NOTCH1/PLEKHA7/TJP1/CDH11/CDH1/SERPINF2/CDH2/SMAD7/FOXA2",21,TRUE,3.51074903893371
"GO:0035023","regulation of Rho protein signal transduction","29/2815","86/18805",0.337209302325581,2.25265397166343,4.88516359682424,1.11059478841041e-05,0.000312323376016775,0.000229313093963284,"DOCK7/ABL2/PLXNB1/ROBO1/BCL6/ARHGEF28/F2RL1/CDC42SE2/RAC1/MET/PRAG1/DLC1/KANK1/SEMA4D/ABCA1/NET1/NRP1/ARRB1/ARHGAP42/EPS8/STARD13/DOCK9/MCF2L/AKAP13/ARHGEF18/DOCK6/ARHGAP35/BCR/STARD8",29,TRUE,3.50539550954128
"GO:0070374","positive regulation of ERK1 and ERK2 cascade","53/2815","198/18805",0.267676767676768,1.78815687963112,4.67785952655687,1.13443834869516e-05,0.000317591636808127,0.000233181139952277,"PRKCZ/NOTCH2/PTPRC/DSTYK/SLC30A10/FSHR/GCG/CFLAR/ERBB4/GNAI2/FGFR3/PDGFRA/NPNT/FBXW7/FGB/FGA/FGG/RAPGEF2/F2RL1/PDE8B/FGF1/HAVCR2/FGFR4/GCNT2/VEGFA/CCN2/PDGFA/NPSR1/EGFR/CALCR/BRAF/ADRA1A/PTK2B/NRG1/RIPK2/NOTCH1/NRP1/FFAR4/CAVIN3/ARRB1/IGF1/SPRY2/BMP4/PDE8A/CX3CL1/SERPINF2/PRKCA/ADCYAP1/GAREM1/TNFRSF11A/FGF21/SRC/CRKL",53,FALSE,3.49813094244111
"GO:0045927","positive regulation of growth","65/2815","259/18805",0.250965250965251,1.67651919872169,4.59986376303861,1.25344688658453e-05,0.000349335085207302,0.000256487715522489,"AGRN/SLC25A33/TGFBR3/CSF1/ADCY10/PROX1/TGFB2/ITSN2/BCL11A/TFCP2L1/BMPR2/CREB1/ERBB4/FN1/RFTN1/HYAL1/MAP3K13/CDKN2AIP/EDN1/PPARD/MAPK14/PIM1/VEGFA/POU3F2/EZR/PRKN/IGFBP1/EGFR/PTK2B/EXTL3/NRG1/CHD7/SEMA4D/MAPKAP1/NOTCH1/NRP1/BMPR1A/GPAM/TEAD1/F2/YAP1/AVPR1A/IGF1/KDM2B/FGF9/DIO3/INO80/TBX2/RNF157/RPTOR/GATA6/SMAD7/NEDD4L/INSR/HPN/CSNK2A1/PLCB1/MKKS/GHRH/ADNP/HEMK2/PRR5/CDKL5/RPS6KA3/ACSL4",65,TRUE,3.45675779413124
"GO:0072078","nephron tubule morphogenesis","27/2815","78/18805",0.346153846153846,2.31240606640251,4.87328167492483,1.28132125899959e-05,0.000355509447530467,0.000261021036549024,"CTNNBIP1/HS2ST1/AGT/OSR1/PAX8/CTNNB1/HES1/NPNT/ADAMTS16/FGF1/VEGFA/AHI1/GLI3/SHH/MYC/PAX2/LGR4/WNT11/BMP4/SIX1/SIX4/SALL1/HS3ST3A1/HS3ST3B1/HNF1B/SOX9/GPC3",27,TRUE,3.4491488535676
"GO:0045995","regulation of embryonic development","30/2815","91/18805",0.32967032967033,2.20229149181192,4.82377726534053,1.31106787415077e-05,0.000362146081682092,0.000265893765354087,"ZZZ3/UCHL5/OSR1/WDPCP/INO80B/NFE2L2/INO80D/NR2C2/KAT2B/CTNNB1/DAG1/PHLDB2/HES1/ZBED3/NOTCH1/TENM4/PHLDB1/RACGAP1/RBM19/MBIP/INO80/LAMA1/INSR/PLCB1/JAG1/KAT14/FOXA2/HNF4A/B4GALT5/AMOT",30,TRUE,3.44111620938098
"GO:0044282","small molecule catabolic process","86/2815","370/18805",0.232432432432432,1.55271470404685,4.50526559290411,1.43168476087083e-05,0.000393713309239477,0.000289070956608059,"ENO1/ALDH4A1/PGM1/DDAH1/ABCD3/DPYD/ADCY10/GLUL/LPIN1/GALM/HAAO/CYP26B1/HK2/FABP1/SULT1C4/HNMT/KYNU/UPP2/HIBCH/GLS/IRS1/GLB1/GLYCTK/ACOX2/HGD/ALDH1L1/EHHADH/SULT1B1/SULT1E1/ADH5/ADH4/DCTD/MTRR/OXCT1/CDO1/PPARD/BCKDHB/DDO/ECHDC1/ARG1/ALDH8A1/AIG1/UPP1/CROT/AKR1D1/FUT10/GLDC/ALDH1B1/GDA/AUH/ALDOB/PFKP/AKR1C3/MAT1A/GLUD1/ACADSB/HSD17B6/AMDHD1/PAH/ALDH2/SDS/SCARB1/PCCA/IRS2/SLC25A21/FUT8/ABHD2/AMDHD2/CRYM/BCKDK/GPT2/TAT/ACOX1/LPIN2/ABHD3/ACAA2/PRODH2/HAO1/ACSS1/CYP24A1/PCK1/PFKL/FTCD/UPB1/MPST/GK",86,TRUE,3.40481990390023
"GO:0003179","heart valve morphogenesis","23/2815","62/18805",0.370967741935484,2.47816994213029,4.89148524692774,1.52997386521739e-05,0.000418889320366787,0.00030755560889021,"CCN1/NOTCH2/TGFB2/ROCK2/BMPR2/TGFBR2/ADAMTS9/ROBO2/ROBO1/SLIT3/SOX4/GATA4/SNAI2/OLFM1/NOTCH1/BMPR1A/BMP4/DLL4/SMAD6/CDH11/ZFPM1/SOX9/JAG1",23,TRUE,3.37790071188728
