"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0007015","actin filament organization","106/2556","463/18805",0.228941684665227,1.68436947579405,5.91357362935828,2.69214701183644e-08,6.6399113899934e-06,5.00002546072023e-06,"PTGER4/NRP1/CYRIA/TMEFF2/FAT1/DLC1/PRKCE/NEDD9/MYO5B/PHACTR1/CCN2/CAP2/KANK1/IQGAP2/WASF3/NCKAP1/CD2AP/NEB/LUZP1/RHPN2/TRIOBP/F2RL1/SPTBN1/COBL/CAPZA2/CYFIP2/ROCK2/HIP1R/OOEP/BRAF/CRACD/ARHGAP35/WDR1/EPS8/RHOB/PIK3R1/CORO1C/GSN/PTK2B/PLS3/SMAD3/ITGB5/SVIL/ARHGEF10L/GAS2/ANG/BCAR1/SERPINF2/MIR21/CAPG/SRC/BAIAP2L2/DMTN/C9orf72/FCHSD2/CDC42EP4/CX3CL1/ARF1/PHLDB2/MYO1D/ARHGEF18/DNM2/CALD1/MYO1B/PAK2/USH1C/ADD1/RAC1/MTSS1/MET/ARHGAP40/PLA2G1B/CDC42EP1/MYO6/BIN1/SORBS1/MYO5C/ACTN1/MYO1E/VASP/CAPZB/LCP1/DIAPH1/ACTR3/GRB2/WASL/SNX9/LIMA1/ELMO1/S100A10/SCIN/RHOBTB1/ARHGAP18/ARFIP1/PAWR/FAM171A1/SPIRE1/HIP1/PROX1/SYNPO2/CAPZA3/PPM1E/PPP1R9A/RHOU/CGNL1/PRKN",106
"GO:0001952","regulation of cell-matrix adhesion","41/2556","125/18805",0.328,2.41316118935837,6.28710189205557,2.95219267124428e-08,7.00123846572778e-06,5.2721141185662e-06,"NRP1/CASK/DLC1/GSK3B/MAP4K4/WDPCP/CDK6/EPB41L5/UTRN/ROCK2/PLAU/BCL6/PEAK1/ONECUT1/PTPRA/PIK3R1/BST1/CORO1C/PTK2B/PIK3CB/FERMT1/SMAD3/PTK2/JUP/SRC/HRG/PKHD1/DMTN/CX3CL1/PHLDB2/MINK1/RAC1/DUSP3/PRKCZ/DAG1/MIR92A1/S100A10/PTPRJ/CSF1/VEGFA/PTEN",41
"GO:0043434","response to peptide hormone","111/2556","494/18805",0.224696356275304,1.65313575107867,5.83449304467144,3.68245654765059e-08,8.4096396565976e-06,6.3326767374997e-06,"ADCY8/TRIM24/CREB1/AGTR1/FAT1/TWIST2/ERRFI1/GSK3B/INSR/ECHDC3/JAK1/EGFR/SLC25A33/PRKD1/RAB31/TBC1D4/ARID1B/KANK1/ZFP36L1/CAT/EPHA2/KAT2B/CD2AP/CPS1/AHSG/ENPP1/LRP6/PRKAA1/LEPROT/TSHR/IGF1R/HMGCS2/MERTK/ROCK2/MAPKAP1/OTC/MAPK14/XBP1/SLC39A14/SPINK1/GJB2/BRAF/PARP1/EPHB4/NCOA2/BCAR3/PTPRA/LPIN2/PKLR/PIK3R1/ZDHHC7/INSIG2/ATP2B1/NFE2L2/CFLAR/FOXO1/SMAD3/TGFBR3/PTK2/GNAI2/PCSK9/AGT/NR1H4/TCF12/BCAR1/KHK/SRC/HNF4A/PCK1/FGFR4/SLC34A1/IGFBP1/GRB14/EGR1/STXBP4/SLC30A10/FGFR3/PPARG/MET/LPIN1/PRKCZ/PPP3CA/PLA2G1B/SHOC2/ZNF592/DAG1/SORBS1/AP3S1/PIK3C2A/GRB2/TRIM44/CEACAM1/FGF21/MGARP/IL1B/PTPRJ/PLCB1/ASS1/GNAI1/SIK2/PDE3B/AREG/GCG/STC2/PRKCA/IRS1/PID1/EDN1/CDO1/PCSK1/ERBB4",111
"GO:0010810","regulation of cell-substrate adhesion","61/2556","224/18805",0.272321428571429,2.00352287335122,5.9925127950335,4.61355934179334e-08,1.01597167505349e-05,7.65053017167309e-06,"NRP1/CASK/DLC1/GSK3B/PRKCE/NEDD9/DOCK5/MAP4K4/WDPCP/KANK1/CDK6/EPB41L5/UTRN/TRIOBP/DAB2/ROCK2/PLAU/FGA/BRAF/FN1/BCL6/FGG/PEAK1/ST6GAL1/ONECUT1/PTPRA/PIK3R1/BST1/CORO1C/FGB/PTK2B/PIK3CB/FERMT1/SMAD3/PTK2/ILK/JUP/SRC/HRG/RREB1/GCNT2/PKHD1/DMTN/CX3CL1/PHLDB2/MINK1/RAC1/DUSP3/PRKCZ/EGFLAM/DAG1/GBP1/MIR92A1/S100A10/PTPRJ/CSF1/CCN1/VEGFA/DOCK1/EDIL3/PTEN",61
"GO:0055123","digestive system development","46/2556","151/18805",0.304635761589404,2.24126584377494,6.07378645968725,5.64303896673611e-08,1.19982683685844e-05,9.035007216796e-06,"CTNNB1/SALL1/GLI3/GLI2/FZD5/WLS/SPDEF/INSR/HNF1B/WDPCP/EGFR/C1GALT1/TGFB2/WNT11/SHH/HES1/EPB41L5/HIF1A/CPS1/AHI1/COBL/HMGCS2/IHH/LGR4/OTC/XBP1/HIP1R/MIR29B1/YAP1/ALDH1A2/PTF1A/TMIGD1/SMAD3/SRC/SLC4A2/PKDCC/SOX9/PYY/GATA6/EXT1/PDGFA/GATA4/IL6ST/ASS1/CBFA2T2/WNT5A",46
"GO:0071375","cellular response to peptide hormone stimulus","88/2556","369/18805",0.238482384823848,1.75456230305652,5.80586809338116,5.8608945574795e-08,1.20460919471395e-05,9.07101961159371e-06,"ADCY8/AGTR1/FAT1/GSK3B/INSR/ECHDC3/JAK1/EGFR/SLC25A33/PRKD1/RAB31/TBC1D4/ARID1B/KANK1/ZFP36L1/EPHA2/KAT2B/CPS1/AHSG/ENPP1/PRKAA1/LEPROT/TSHR/IGF1R/HMGCS2/MERTK/ROCK2/MAPKAP1/XBP1/SLC39A14/SPINK1/GJB2/PARP1/EPHB4/NCOA2/BCAR3/PTPRA/LPIN2/PKLR/PIK3R1/ZDHHC7/INSIG2/ATP2B1/NFE2L2/CFLAR/FOXO1/PTK2/GNAI2/PCSK9/AGT/NR1H4/BCAR1/SRC/HNF4A/PCK1/FGFR4/IGFBP1/GRB14/STXBP4/SLC30A10/FGFR3/PPARG/MET/LPIN1/PRKCZ/PPP3CA/PLA2G1B/SHOC2/ZNF592/SORBS1/AP3S1/PIK3C2A/GRB2/CEACAM1/FGF21/MGARP/IL1B/PTPRJ/PLCB1/ASS1/SIK2/PDE3B/GCG/PRKCA/IRS1/PID1/EDN1/ERBB4",88
"GO:0030278","regulation of ossification","41/2556","128/18805",0.3203125,2.35660272398279,6.10796214604488,6.25904608223656e-08,1.2439117922253e-05,9.36697836267787e-06,"PTGER4/BMP4/OSR1/RUNX2/ZBTB16/ANO6/HIF1A/TENT5A/SETD2/AHSG/ENPP1/BCOR/MAPK14/TOB2/ACVR1B/ANKH/GJA1/CALCR/ADCY10/PTK2B/ATP2B1/SMAD3/FAM20C/SMAD7/ADGRV1/PKDCC/SGMS2/ACVR2A/KREMEN1/TRPM4/BMPR1A/SOX9/BMP2K/SMAD6/SLC20A2/NBR1/RXRA/CSF1/CCN1/WNT5A/SLC8A1",41
"GO:1903829","positive regulation of protein localization","111/2556","499/18805",0.222444889779559,1.63657126459492,5.71600764190548,6.45559152630712e-08,1.2439117922253e-05,9.36697836267787e-06,"ADCY8/BMP4/GLI3/DPP10/FZD5/ACSL4/WLS/GSK3B/PRKCE/NEDD9/ACSL3/FARP1/TCF7L2/JAK1/EGFR/BICD1/TGFB2/PRKD1/SHH/WWTR1/CEP295/EPHA2/HIF1A/SLC2A2/CD2AP/CRYZL2P-SEC16B/EPB41/OAZ2/F2RL1/PRKAA1/LEPROT/MYRIP/SPTBN1/TCAF1/SNAP25/GPD1L/ROCK2/CDH1/MAPK14/XBP1/YAP1/FGA/SYBU/PRKCH/ANXA13/PARP1/FGG/RTN4/FRMD4A/PIK3R1/PDZK1/ADCY10/FGB/KIF5B/IGF1/ECT2/SMAD3/SLC51B/FYN/GLIS2/JUP/CCT3/PLA2G6/RBP4/F2/MCRS1/NR1H4/ANG/RPH3AL/SRC/SRI/AACS/RAPGEF4/SQSTM1/TRPM4/PECAM1/CARD10/EGF/PPARG/PRKCZ/NR0B2/ASPH/TOMM7/PLA2G1B/UBE2L3/PGRMC1/VSNL1/SORBS1/UBR5/PTP4A3/FFAR2/AMOTL2/IPO5/IL1B/TM9SF4/PLCB1/GNAI1/VEGFA/GOLPH3L/UNC13B/GCG/WNT5A/PRKCA/CEP135/SH3GLB1/RFX6/EDN1/RHOU/PCSK1/PRKN/ERBB4",111
"GO:0031016","pancreas development","30/2556","80/18805",0.375,2.75894953051643,6.25287411510147,7.30881278786758e-08,1.36564059545429e-05,1.02836278173154e-05,"CTNNB1/BMP4/WLS/GSK3B/TCF7L2/INSR/HNF1B/SHH/CDH2/CDK6/HES1/IHH/XBP1/ALDH1A2/PTF1A/ONECUT1/IL6R/NR5A2/FOXA2/PAX4/MNX1/HNF1A/SOX9/MET/GATA6/WFS1/WNT5A/PROX1/RFX6/PCSK1",30
"GO:0030010","establishment of cell polarity","48/2556","162/18805",0.296296296296296,2.17991074016113,5.98192534190685,7.64008234896667e-08,1.38555140481554e-05,1.0433561375013e-05,"GATA3/FAT1/GSK3B/CDK5RAP2/PLEKHG3/DOCK7/WDPCP/SHH/MPP7/KANK1/HES1/PARD3B/ALPK2/WWC1/CYTH1/IGF1R/PARD3/ROCK2/ABL2/GJA1/FRMD4A/TRAF3IP2/LLGL2/HTT/GSN/NSFL1C/ANKFN1/NEK3/FERMT1/PTK2/SKA1/SIPA1L3/PKHD1/PHLDB2/SKA3/LAMA1/PRKCZ/PATJ/MAP4/INSC/MCPH1/SPRY1/AMOTL2/CYTH3/WNT5A/MYO9A/CYP26B1/RHOU",48
"GO:0061448","connective tissue development","73/2556","291/18805",0.25085910652921,1.84562030449209,5.76585868223658,9.33115586177251e-08,1.61727675219656e-05,1.21785133310669e-05,"CTNNB1/BMP4/GLI3/OSR1/GATA3/SOX5/ERRFI1/RUNX2/SOX6/MEX3C/PTHLH/CCN2/WNT11/TGFBR2/ZBTB16/FRZB/HIF1A/CD2AP/RUNX3/AXIN2/RXFP1/PRKAA1/HMGCS2/IHH/NFIA/LIPA/SMAD5/MAPK14/XBP1/GLG1/SLC39A14/LARGE1/PARP1/CHRDL2/NCOA2/IL6R/SERPINH1/CFLAR/SMAD3/NR1H4/MIR21/SMAD7/SNORC/HYAL1/PPARGC1A/TAPT1/EGR1/PKDCC/ARID5B/CREB3L2/FGFR3/TRPM4/DGAT2/SLC26A2/BMPR1A/SOX9/PPARG/TGFBI/EXT1/ABHD15/EVC/SCIN/CSF1/CCN1/RUNX1/SH3PXD2B/NFIB/WNT5A/FOXA1/FTO/EDN1/SNAI2/LNPK",73
"GO:0010631","epithelial cell migration","34/2556","98/18805",0.346938775510204,2.55249752483153,6.11130709695595,9.44242022041459e-08,1.61727675219656e-05,1.21785133310669e-05,"KITLG/SASH1/PRKCE/DOCK5/FAT2/MAP4K4/WDPCP/RAB11A/TGFB2/KANK1/TGFBR2/MCC/EPB41L5/HIF1A/PLCG2/ENPP2/RTN4/DUSP10/ARSB/CORO1C/FERMT1/PTPRG/PTK2/SRC/RREB1/SOX9/EPB41L4B/ITGA2/IQSEC1/WNT5A/PROX1/DOCK1/SNAI2/PTEN",34
"GO:1904951","positive regulation of establishment of protein localization","80/2556","331/18805",0.241691842900302,1.77817492399851,5.66504006710016,1.27600852246614e-07,2.02797309635194e-05,1.52711633030172e-05,"ADCY8/GLI3/FZD5/ACSL4/WLS/GSK3B/PRKCE/ACSL3/TCF7L2/EGFR/TGFB2/PRKD1/SHH/CEP295/HIF1A/SLC2A2/CD2AP/CRYZL2P-SEC16B/OAZ2/F2RL1/PRKAA1/LEPROT/MYRIP/TCAF1/SNAP25/CDH1/MAPK14/XBP1/FGA/SYBU/ANXA13/FGG/FRMD4A/PIK3R1/PDZK1/ADCY10/FGB/IGF1/ECT2/SMAD3/SLC51B/FYN/JUP/CCT3/PLA2G6/RBP4/F2/NR1H4/ANG/RPH3AL/SRC/SRI/AACS/RAPGEF4/TRPM4/PPARG/PRKCZ/NR0B2/ASPH/TOMM7/PLA2G1B/UBE2L3/PGRMC1/VSNL1/UBR5/PTP4A3/FFAR2/IPO5/IL1B/TM9SF4/PLCB1/GOLPH3L/UNC13B/GCG/PRKCA/CEP135/SH3GLB1/RFX6/RHOU/PCSK1",80
"GO:0050673","epithelial cell proliferation","108/2556","488/18805",0.221311475409836,1.62823250981298,5.5769322871471,1.27658474964848e-07,2.02797309635194e-05,1.52711633030172e-05,"CTNNB1/BMP4/NRP1/OSR1/TRIM24/ROBO1/PROK2/GATA3/CASK/AGTR1/STK3/ERRFI1/RUNX2/TCF7L2/BCL11B/HNF1B/BTRC/EGFR/GPC3/TGFB2/PRKD1/RPTOR/SHH/LGR5/ZFP36L1/KLF9/CDK6/PTPRM/MCC/HES1/EPHA2/HIF1A/IFT57/RUNX3/SPARC/PTPRK/ODAM/DAB2/SCARB1/IHH/LGR4/LIPA/DEAF1/XBP1/MIR29B1/YAP1/LAMB1/SPINK1/ALDH1A2/PAX2/RTN4/NEAT1/DUSP10/RASGRF1/TMIGD1/ERN1/EXTL3/MED1/NUPR1/PIK3CB/IGF1/CFLAR/FERMT1/RAP1GAP/SMAD3/HMOX1/FGL1/TGFBR3/CPB2/ANG/MIR21/APOH/NFKBIZ/SOX2/RREB1/PKHD1/SIX4/HPN/STXBP4/ACVR2A/TGFA/DLL4/TNFAIP3/BMPR1A/SOX9/MIR193A/EGF/PPARG/MTSS1/GATA6/IGFBP4/JAML/MTA3/CEACAM1/HSPG2/LAMC1/SIX1/NOTCH2/VEGFA/NFIB/AREG/MIR30B/WNT5A/PRKCA/NRP2/PROX1/SNAI2/FGF1",108
"GO:0048863","stem cell differentiation","66/2556","256/18805",0.2578125,1.89677780223005,5.72976497621794,1.28269462792289e-07,2.02797309635194e-05,1.52711633030172e-05,"TBX3/CTNNB1/SEMA3C/BMP4/NRP1/KITLG/OSR1/SOX5/GSK3B/RUNX2/SOX6/SEMA4D/HNF1B/RBM24/TGFB2/MSI2/PUM1/JARID2/SHH/CDH2/TGFBR2/CDK6/FRZB/HES1/HIF1A/KDM4C/SETD2/ESRRB/A2M/LRP6/SMAD5/MAPK14/YAP1/ALDH1A2/FN1/PAX2/CORO1C/METTL5/MED1/SEMA3F/NFE2L2/SEMA4G/GATAD2B/PHACTR4/TAPT1/BMPR1A/SOX9/SEMA6A/MLLT3/CHD2/GATA6/EXT1/MTA3/CDK13/EPOP/SIX1/ZFP36L2/BBS12/NRP2/FOXA1/EDN1/SNAI2/NRG1/SEMA3A/ERBB4/FZD1",66
"GO:0002064","epithelial cell development","59/2556","221/18805",0.266968325791855,1.96413903228319,5.71818800716947,1.61763299106833e-07,2.4308546346976e-05,1.830496576071e-05,"BMP4/FZD5/FAT1/GSK3B/EPAS1/SPDEF/BCL11B/C1GALT1/CDH2/FLNB/CDK6/FRZB/EPB41L5/EPHA2/HIF1A/MAGI1/PDE4D/LUZP1/F2RL1/IHH/ROCK2/XBP1/MIR29B1/YAP1/ST14/GJA1/ONECUT1/FASN/FEM1B/TMIGD1/ARID4B/RAPGEF2/AFDN/SIPA1L3/PROC/SRC/PKHD1/TJP2/PECAM1/TFCP2L1/ASXL1/SOX9/ADD1/MET/ARHGEF26/MYO1E/AMOTL2/IL6ST/IL1B/DACT2/PLCB1/NOTCH2/CEBPA/VEGFA/MARVELD2/WNT5A/SDC1/FOXA1/PROX1",59
"GO:0022604","regulation of cell morphogenesis","64/2556","247/18805",0.259109311740891,1.90631870394658,5.6866442592308,1.62470370500039e-07,2.4308546346976e-05,1.830496576071e-05,"FMNL2/OSTN/RELN/MKLN1/SEMA4D/ZRANB1/PRAG1/WDPCP/NEDD4L/KANK1/CDKL5/CAPRIN1/PARVA/WASF3/SPARC/MYL12A/CFDP1/ENPP2/FN1/SPAG9/ARHGAP35/WDR1/EPS8/CORO1C/PTK2B/BCL11A/SLC30A1/FYN/PTK2/DNMBP/GAS2/F2/MIR21/SRC/RREB1/DMTN/CDC42EP4/HPN/PLXNB1/ITSN2/PLXNC1/ARHGEF18/CDC42SE2/RNF157/RAC1/FBLIM1/CDC42EP1/LIMD1/DAG1/MAP3K13/FGD4/CAPZB/DIAPH1/PDZD8/RHOBTB1/ARHGAP18/VEGFA/WNT5A/FAM171A1/MYO9A/ARHGAP15/RHOU/PRKN/ANXA1",64
"GO:2000377","regulation of reactive oxygen species metabolic process","46/2556","156/18805",0.294871794871795,2.1694304000642,5.81702768528383,1.65578810667044e-07,2.4308546346976e-05,1.830496576071e-05,"AGTR1/DHRS4/HK2/PRKCE/VDAC1/EGFR/SLC25A33/TGFBR2/FOXO3/AKR1C1/HIF1A/PAGE4/F2RL1/PLCG2/BRCA1/MAPK14/LRRK2/AKR1C3/PAX2/IER3/ADCY10/BST1/PTK2B/NFE2L2/CFLAR/FOXO1/FYN/GNAI2/AGT/F2/MIR21/SOD2/CYBA/RAC1/MPV17L/BNIP3/CLCN3/PRCP/GRB2/FBLN5/ATG5/BCR/GADD45A/PID1/PRKN/NNT",46
"GO:0006066","alcohol metabolic process","86/2556","368/18805",0.233695652173913,1.7193453595972,5.52724167872008,2.13439956985537e-07,2.98762468830707e-05,2.24975886442161e-05,"ABCA1/ERRFI1/DHRS4/SPTLC3/ACER3/ALDH1A1/TTC39B/AKR1C1/CAT/SPTSSB/PRKG1/SULT1E1/LIPC/PLPP1/LBR/PRKAA1/DAB2/HDLBP/SCARB1/PLCG2/HMGCS2/QKI/MOXD1/LIPA/AKR1D1/MBTPS2/GK/ALDH1A2/ALDH1B1/SOAT1/AKR1C3/NAPEPLD/HSD17B6/PMVK/ACLY/ACSS1/INSIG2/SMPD1/IGF1/SOAT2/SPHK1/AKR1C4/APOA2/IDH1/IDH2/PCSK9/PCBD1/RBP4/NR1H4/BCO1/ALDH3A2/RETSAT/PCK1/ADH4/ADH6/SLC34A1/NPC1L1/CYP3A5/APOB/GPR146/PPIP5K2/DGAT2/NR0B2/AVPR1B/PECR/SC5D/SULT2B1/SULT1C4/FMO5/ALDH2/RDH12/LIMA1/ADH7/PLPP3/PCBD2/DHCR24/SULT1C3/PLCB1/GNAI1/CEBPA/ACAA2/SULT1B1/MINPP1/SPTSSA/FGF1/HAO1",86
"GO:0090132","epithelium migration","34/2556","101/18805",0.336633663366337,2.47668076666822,5.90163417020484,2.16630819420997e-07,2.98762468830707e-05,2.24975886442161e-05,"KITLG/SASH1/PRKCE/DOCK5/FAT2/MAP4K4/WDPCP/RAB11A/TGFB2/KANK1/TGFBR2/MCC/EPB41L5/HIF1A/PLCG2/ENPP2/RTN4/DUSP10/ARSB/CORO1C/FERMT1/PTPRG/PTK2/SRC/RREB1/SOX9/EPB41L4B/ITGA2/IQSEC1/WNT5A/PROX1/DOCK1/SNAI2/PTEN",34
"GO:0008202","steroid metabolic process","80/2556","335/18805",0.238805970149254,1.75694298460748,5.54426973107032,2.18039427463214e-07,2.98762468830707e-05,2.24975886442161e-05,"ABCA1/CREB1/NR3C1/ERRFI1/DHRS4/SPP1/UGT2B15/ABCD3/SHH/TTC39B/OSBPL9/AKR1C1/CAT/PRKG1/SERPINA6/DHRS2/SULT1E1/PDE8B/IGFBP7/GPRC6A/LIPC/LBR/PRKAA1/DAB2/HDLBP/SCARB1/IGF1R/HMGCS2/QKI/LIPA/AKR1D1/MBTPS2/PRLR/SOAT1/AKR1C3/HSD17B2/CGA/HSD17B6/PMVK/ACLY/INSIG2/SMPD1/MED1/CYP8B1/ACOX2/SOAT2/AKR1C4/CYP3A43/APOA2/NR5A2/PCSK9/NR1H4/G6PC1/UGT2B7/UGT2B4/AFP/FGFR4/NPC1L1/CYP3A5/APOB/GPR146/EGR1/RORA/BDH1/NR0B2/BAAT/SC5D/SULT2B1/FMO5/LIMA1/DHCR24/SULT1C3/GNAI1/CYP24A1/CEBPA/ACAA2/PROX1/UGT2B10/SNAI2/FGF1",80
"GO:0032956","regulation of actin cytoskeleton organization","82/2556","348/18805",0.235632183908046,1.73359280844711,5.47843303836596,2.81750843525007e-07,3.77668630690259e-05,2.84394272491717e-05,"PTGER4/NRP1/CYRIA/TMEFF2/DLC1/PRKCE/NEDD9/CCN2/PRKD1/KANK1/AKAP13/IQGAP2/WASF3/NCKAP1/CD2AP/NEB/RHPN2/TRIOBP/ODAM/F2RL1/SPTBN1/CAPZA2/CYFIP2/ROCK2/ABL2/HIP1R/BRAF/CRACD/ARHGAP35/WDR1/EPS8/PIK3R1/BST1/GSN/PTK2B/CELSR1/ECT2/SMAD3/SVIL/ARHGEF10L/SERPINF2/MIR21/CAPG/BAIAP2L2/HRG/SLC4A2/DMTN/C9orf72/FCHSD2/CDC42EP4/CDK10/CX3CL1/ARF1/PHLDB2/ARHGEF18/PAK2/ADD1/RAC1/MTSS1/MET/ARHGAP40/ARHGEF26/CDC42EP1/BIN1/VASP/PDGFA/GRB2/SNX9/LIMA1/S100A10/SCIN/BCAS3/RHOBTB1/ARHGAP18/ARFIP1/PROX1/SYNPO2/CAPZA3/PPM1E/EDN1/CGNL1/PRKN",82
"GO:0051222","positive regulation of protein transport","65/2556","257/18805",0.252918287937743,1.86077011137295,5.51058141584921,3.37718079238499e-07,4.39747780948751e-05,3.31141482453e-05,"ADCY8/GLI3/ACSL4/WLS/GSK3B/PRKCE/ACSL3/TCF7L2/EGFR/TGFB2/PRKD1/SHH/HIF1A/SLC2A2/CD2AP/CRYZL2P-SEC16B/OAZ2/F2RL1/MYRIP/SNAP25/CDH1/MAPK14/XBP1/FGA/SYBU/ANXA13/FGG/FRMD4A/PIK3R1/FGB/IGF1/ECT2/SMAD3/SLC51B/JUP/PLA2G6/RBP4/F2/NR1H4/ANG/RPH3AL/SRC/SRI/AACS/RAPGEF4/TRPM4/PPARG/PRKCZ/NR0B2/ASPH/PLA2G1B/PGRMC1/VSNL1/UBR5/FFAR2/IPO5/IL1B/TM9SF4/PLCB1/GOLPH3L/UNC13B/GCG/PRKCA/RFX6/PCSK1",65
"GO:0051057","positive regulation of small GTPase mediated signal transduction","26/2556","68/18805",0.382352941176471,2.8130465801344,5.94026222277069,3.42327172973403e-07,4.39747780948751e-05,3.31141482453e-05,"KITLG/ROBO1/PICALM/RELN/SEMA4D/MAP4K4/PRAG1/AKAP13/CDON/CDKL5/TNS3/ALS2/F2RL1/TGM2/RTN4/RASGRF1/PIK3CB/IGF1/MCF2L/SRC/PLXNB1/NET1/RAC1/SHOC2/CSF1/NOTCH2",26
"GO:0010562","positive regulation of phosphorus metabolic process","107/2556","493/18805",0.217038539553753,1.59679567148213,5.32566029690575,4.02481148874694e-07,4.96339752792273e-05,3.73756704776058e-05,"ADCY8/BMP4/NRP1/KITLG/SASH1/ROBO1/TNFSF18/RELN/MAP3K4/NEDD9/ACSL3/SEMA4D/TCIM/INSR/DOCK7/EGFR/BEND3/TGFB2/RPTOR/MMD/HES1/HIF1A/CAB39/KAT2B/DSTYK/AXIN2/ALS2/ODAM/PRKAA1/DAB2/CENPE/PLCG2/ROCK2/XBP1/ENPP2/LRRK2/PRLR/RAP2A/TNFRSF10B/BRAF/FNIP2/ZBTB20/PIK3R6/IL6R/ADCY10/ERN1/PTK2B/RAPGEF2/IGF1/ECT2/ENO1/SPHK1/PTK2/PIM1/F2/GPD1/NR1H4/ANG/MIR21/SRC/CRIPTO/FABP3/AKAP9/ACVR2A/PAK2/TGFA/FGFR3/YES1/PECAM1/CARD10/TOM1L1/RAC1/NEK10/EGF/AVPR1B/PLA2G1B/SLC4A4/C3/TXN/BCL10/LRRK1/MAP3K13/PDGFA/ADNP/MIR92A1/SNX9/PLPP3/TNFRSF10A/IL1B/PTPRJ/CLDN19/RIPK2/RALB/CCNY/CCN1/VEGFA/AREG/MIR30B/WNT5A/PROX1/TNIK/PID1/ADRA2C/EDN1/NRG1/FGF1/ERBB4",107
"GO:0045937","positive regulation of phosphate metabolic process","107/2556","493/18805",0.217038539553753,1.59679567148213,5.32566029690575,4.02481148874694e-07,4.96339752792273e-05,3.73756704776058e-05,"ADCY8/BMP4/NRP1/KITLG/SASH1/ROBO1/TNFSF18/RELN/MAP3K4/NEDD9/ACSL3/SEMA4D/TCIM/INSR/DOCK7/EGFR/BEND3/TGFB2/RPTOR/MMD/HES1/HIF1A/CAB39/KAT2B/DSTYK/AXIN2/ALS2/ODAM/PRKAA1/DAB2/CENPE/PLCG2/ROCK2/XBP1/ENPP2/LRRK2/PRLR/RAP2A/TNFRSF10B/BRAF/FNIP2/ZBTB20/PIK3R6/IL6R/ADCY10/ERN1/PTK2B/RAPGEF2/IGF1/ECT2/ENO1/SPHK1/PTK2/PIM1/F2/GPD1/NR1H4/ANG/MIR21/SRC/CRIPTO/FABP3/AKAP9/ACVR2A/PAK2/TGFA/FGFR3/YES1/PECAM1/CARD10/TOM1L1/RAC1/NEK10/EGF/AVPR1B/PLA2G1B/SLC4A4/C3/TXN/BCL10/LRRK1/MAP3K13/PDGFA/ADNP/MIR92A1/SNX9/PLPP3/TNFRSF10A/IL1B/PTPRJ/CLDN19/RIPK2/RALB/CCNY/CCN1/VEGFA/AREG/MIR30B/WNT5A/PROX1/TNIK/PID1/ADRA2C/EDN1/NRG1/FGF1/ERBB4",107
"GO:0060993","kidney morphogenesis","33/2556","99/18805",0.333333333333333,2.45239958268127,5.7465273022051,4.21098877989937e-07,5.09116800330579e-05,3.83378152902706e-05,"CTNNB1/SALL1/BMP4/GLI3/OSR1/GATA3/FRAS1/HNF1B/GCNT3/GPC3/WNT11/SHH/WWTR1/HS3ST3B1/HES1/AHI1/LGR4/LRRK2/PAX2/CTNNBIP1/PAX8/ILK/AGT/SIX4/ASXL1/SOX9/PPP3CA/HS2ST1/SIX1/VEGFA/ADAMTS16/FGF1/ERBB4",33
"GO:1903034","regulation of response to wounding","50/2556","181/18805",0.276243093922652,2.03237534476349,5.53519157756132,4.55786091621127e-07,5.33201078624273e-05,4.01514239003648e-05,"TFPI/CASK/ADAMTS18/PRKCE/SPP1/KLF4/KANK1/ANO6/MYLK/PRKG1/UBASH3B/F2RL1/IGF1R/XBP1/SERPINC1/PLAU/FGA/BRAF/F11/TSPAN8/FGG/EXTL3/FGB/MIR200B/INPP5F/NFE2L2/FERMT1/SMAD3/PTK2/F2/CPB2/SERPINF2/MIR21/APOH/PROC/FOXA2/HRG/RREB1/DMTN/PHLDB2/KREMEN1/TNFAIP3/STK24/PDGFA/CEACAM1/CLDN19/KNG1/EDN1/PTEN/ANXA1",50
"GO:0051017","actin filament bundle assembly","47/2556","166/18805",0.283132530120482,2.08306229613289,5.55889414178586,4.58314258305003e-07,5.33201078624273e-05,4.01514239003648e-05,"PTGER4/NRP1/TMEFF2/DLC1/NEDD9/PHACTR1/CCN2/LUZP1/RHPN2/ROCK2/BRAF/EPS8/PIK3R1/PTK2B/PLS3/SMAD3/ITGB5/ARHGEF10L/SERPINF2/MIR21/SRC/BAIAP2L2/DMTN/CX3CL1/PHLDB2/ARHGEF18/DNM2/CALD1/MYO1B/PAK2/USH1C/ADD1/RAC1/MTSS1/MET/SORBS1/ACTN1/LCP1/LIMA1/S100A10/PAWR/FAM171A1/SPIRE1/SYNPO2/PPM1E/CGNL1/PRKN",47
"GO:0010632","regulation of epithelial cell migration","26/2556","69/18805",0.376811594202899,2.77227778911796,5.84938393395707,4.78665152423e-07,5.46564690711151e-05,4.11577385445975e-05,"SASH1/PRKCE/DOCK5/MAP4K4/RAB11A/TGFB2/TGFBR2/MCC/EPB41L5/HIF1A/PLCG2/ENPP2/RTN4/DUSP10/ARSB/CORO1C/PTPRG/PTK2/SRC/RREB1/SOX9/EPB41L4B/ITGA2/IQSEC1/DOCK1/PTEN",26
