"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","in_paper","neglog10_padj"
"GO:0046639","negative regulation of alpha-beta T cell differentiation","7/370","30/18805",0.233333333333333,11.859009009009,8.43267301127545,1.48642136197215e-06,0.00442800778225212,0.00380830491767334,"TNFSF18/RC3H1/HLX/SLC4A2/SHH/SMAD7/RUNX1",7,FALSE,2.3537916245173
"GO:0031016","pancreas development","10/370","80/18805",0.125,6.35304054054054,6.79734049162559,3.72906803226062e-06,0.00442800778225212,0.00380830491767334,"NR5A2/HES1/PCSK1/MET/PAX4/SHH/TCF7L2/ALDH1A2/GATA6/FOXA2",10,TRUE,2.3537916245173
"GO:0046637","regulation of alpha-beta T cell differentiation","10/370","81/18805",0.123456790123457,6.27460794127461,6.73965692541018,4.180799718436e-06,0.00442800778225212,0.00380830491767334,"TNFSF18/RC3H1/HLX/TGFBR2/SLC4A2/SHH/SHB/IL18/SMAD7/RUNX1",10,TRUE,2.3537916245173
"GO:0045620","negative regulation of lymphocyte differentiation","9/370","64/18805",0.140625,7.14717060810811,6.97868001568705,4.25258850636458e-06,0.00442800778225212,0.00380830491767334,"TNFSF18/RC3H1/HLX/ID2/SLC4A2/SHH/NRARP/SMAD7/RUNX1",9,TRUE,2.3537916245173
"GO:0001822","kidney development","20/370","325/18805",0.0615384615384615,3.12765072765073,5.48144985687514,7.52088902315307e-06,0.00511913866495186,0.00440271153770928,"SOX11/EPCAM/HES1/GCNT4/EDN1/VEGFA/CD2AP/SIM1/DACT2/PDGFA/SHH/CALB1/NRP1/LGR4/FREM2/ALDH1A2/GCNT3/SMAD6/SMAD7/BMP2",20,FALSE,2.29080310631461
"GO:0044331","cell-cell adhesion mediated by cadherin","8/370","53/18805",0.150943396226415,7.67159612442631,6.89046129703965,8.52063263720968e-06,0.00511913866495186,0.00440271153770928,"EPCAM/CDH12/VEGFA/CD2AP/PLEKHA7/CDH8/SMAD7/FOXA2",8,FALSE,2.29080310631461
"GO:0010720","positive regulation of cell development","24/370","447/18805",0.0536912751677852,2.72882278251406,5.24078047222181,9.6094701129785e-06,0.00511913866495186,0.00440271153770928,"CSF1/HLX/SOX11/ID2/BCL11A/IL1RL2/TGFBR2/HES1/SEMA5A/NEDD9/VEGFA/TIAM2/PTPRZ1/SHH/PTPRD/SHB/NRP1/RASSF10/IL18/ZFP36L1/PRKCA/SMAD7/BMP2/RUNX1",24,FALSE,2.29080310631461
"GO:0045581","negative regulation of T cell differentiation","8/370","54/18805",0.148148148148148,7.52952952952953,6.80723847970347,9.83267930843094e-06,0.00511913866495186,0.00440271153770928,"TNFSF18/RC3H1/HLX/SLC4A2/SHH/NRARP/SMAD7/RUNX1",8,TRUE,2.29080310631461
"GO:0072001","renal system development","20/370","336/18805",0.0595238095238095,3.0252574002574,5.30679838279976,1.22635682364464e-05,0.00567530685608881,0.0048810435916523,"SOX11/EPCAM/HES1/GCNT4/EDN1/VEGFA/CD2AP/SIM1/DACT2/PDGFA/SHH/CALB1/NRP1/LGR4/FREM2/ALDH1A2/GCNT3/SMAD6/SMAD7/BMP2",20,FALSE,2.24601065179065
"GO:0001657","ureteric bud development","10/370","100/18805",0.1,5.08243243243243,5.79888587363735,2.76813799698949e-05,0.0101755617123002,0.00875148455347385,"EPCAM/HES1/VEGFA/SIM1/SHH/CALB1/LGR4/SMAD6/SMAD7/BMP2",10,TRUE,1.99244160747679
